timestamp,MSEC,sequence_number,alarm_id,alarm_class,resource,logged_by,reference,prev_state,log_action,final_state,alarm_message,generation_time
1-MAR-2016 00:04:24.977,978,2557627,ZANJITAS.ZTZT12RI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12RI,N,G,G,ZANJITAS ZT12 Recierre iniciado= ACTIVA,1-MAR-2016 00:04:24.977
1-MAR-2016 00:04:25.267,268,2557628,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVAG,N,G,G,ZANJITAS TR1 33KV Arranque General= ACTIVA,1-MAR-2016 00:04:25.267
1-MAR-2016 00:04:25.267,268,2557629,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVPI,N,G,G,ZANJITAS TR1 33KV Proteccion iniciada= ACTIVA,1-MAR-2016 00:04:25.267
1-MAR-2016 00:04:25.270,271,2557630,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVAG,G,R,R,ZANJITAS TR1 33KV Arranque General= INACTIVA,1-MAR-2016 00:04:25.267
1-MAR-2016 00:04:25.270,271,2557631,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVPI,G,R,R,ZANJITAS TR1 33KV Proteccion iniciada= INACTIVA,1-MAR-2016 00:04:25.267
1-MAR-2016 00:04:25.277,276,2557632,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVAG,R,G,G,ZANJITAS TR1 33KV Arranque General= ACTIVA,1-MAR-2016 00:04:25.277
1-MAR-2016 00:04:25.277,276,2557633,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVPI,R,G,G,ZANJITAS TR1 33KV Proteccion iniciada= ACTIVA,1-MAR-2016 00:04:25.277
1-MAR-2016 00:04:25.497,495,2557634,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVAG,G,R,R,ZANJITAS TR1 33KV Arranque General= INACTIVA,1-MAR-2016 00:04:25.277
1-MAR-2016 00:04:25.497,495,2557635,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVPI,G,R,R,ZANJITAS TR1 33KV Proteccion iniciada= INACTIVA,1-MAR-2016 00:04:25.277
1-MAR-2016 00:04:34.997,998,2557636,ZANJITAS.ZTZT12RT,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12RT,N,G,G,ZANJITAS ZT12 Recierre Tierra= ACTIVA,1-MAR-2016 00:04:34.997
1-MAR-2016 00:04:35.000,0,2557637,ZANJITAS.ZTZT12AP,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AP,G,R,R,ZANJITAS ZT12 Apertura Proteccion= INACTIVA,1-MAR-2016 00:04:24.960
1-MAR-2016 00:04:35.000,0,2557638,ZANJITAS.ZTZT12AS1IOM,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AS1IOM,G,R,R,ZANJITAS ZT12 Apert Sobrecorr 1 Io>= INACTIVA,1-MAR-2016 00:04:24.957
1-MAR-2016 00:04:35.000,1,2557639,ZANJITAS.ZTZT12RF,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12RF,N,G,G,ZANJITAS ZT12 Recierre Fase= ACTIVA,1-MAR-2016 00:04:35.000
1-MAR-2016 00:04:35.007,8,2557640,ZANJITAS.ZTZT12PI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12PI,G,R,R,ZANJITAS ZT12 Proteccion iniciada= INACTIVA,1-MAR-2016 00:04:24.700
1-MAR-2016 00:04:35.010,10,2557641,ZANJITAS.ZTZT12RI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12RI,G,R,R,ZANJITAS ZT12 Recierre iniciado= INACTIVA,1-MAR-2016 00:04:24.977
1-MAR-2016 00:04:48.797,798,2557651,ZANJITAS.ZTZT12AG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AG,N,G,G,ZANJITAS ZT12 Arranque General= ACTIVA,1-MAR-2016 00:04:48.797
1-MAR-2016 00:04:48.797,798,2557652,ZANJITAS.ZTZT12PI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12PI,N,G,G,ZANJITAS ZT12 Proteccion iniciada= ACTIVA,1-MAR-2016 00:04:48.797
1-MAR-2016 00:04:48.797,798,2557666,ZANJITAS.ZTZT12AG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AG,R,G,G,ZANJITAS ZT12 Arranque General= ACTIVA,1-MAR-2016 00:04:48.797
1-MAR-2016 00:04:48.797,798,2557667,ZANJITAS.ZTZT12PI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12PI,R,G,G,ZANJITAS ZT12 Proteccion iniciada= ACTIVA,1-MAR-2016 00:04:48.797
1-MAR-2016 00:04:49.057,56,2557653,ZANJITAS.ZTZT12AG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AG,G,R,R,ZANJITAS ZT12 Arranque General= INACTIVA,1-MAR-2016 00:04:48.797
1-MAR-2016 00:04:49.057,56,2557668,ZANJITAS.ZTZT12AG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AG,G,R,R,ZANJITAS ZT12 Arranque General= INACTIVA,1-MAR-2016 00:04:48.797
1-MAR-2016 00:04:49.057,57,2557654,ZANJITAS.ZTZT12PI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12PI,G,R,R,ZANJITAS ZT12 Proteccion iniciada= INACTIVA,1-MAR-2016 00:04:48.797
1-MAR-2016 00:04:49.057,57,2557669,ZANJITAS.ZTZT12PI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12PI,G,R,R,ZANJITAS ZT12 Proteccion iniciada= INACTIVA,1-MAR-2016 00:04:48.797
1-MAR-2016 00:04:49.060,60,2557655,ZANJITAS.ZTZT12AS1IOM,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AS1IOM,N,G,G,ZANJITAS ZT12 Apert Sobrecorr 1 Io>= ACTIVA,1-MAR-2016 00:04:49.060
1-MAR-2016 00:04:49.063,63,2557656,ZANJITAS.ZTZT12RF,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12RF,A,R,D,ZANJITAS ZT12 Recierre Fase= INACTIVA,1-MAR-2016 00:04:35.000
1-MAR-2016 00:04:49.063,63,2557657,ZANJITAS.ZTZT12RT,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12RT,A,R,D,ZANJITAS ZT12 Recierre Tierra= INACTIVA,1-MAR-2016 00:04:34.997
1-MAR-2016 00:04:49.063,63,2557658,ZANJITAS.ZTZT12AP,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AP,N,G,G,ZANJITAS ZT12 Apertura Proteccion= ACTIVA,1-MAR-2016 00:04:49.063
1-MAR-2016 00:04:49.063,64,2557664,ZANJITAS.ZTZT12EI,4SDIG,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12EI,N,G,G,ZANJITAS ZT12 Estado Interruptor= ABIERTO,1-MAR-2016 00:04:49.063
1-MAR-2016 00:04:49.063,64,2557665,ZANJITAS.ZTZT12EI,4SDIG,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12EI,G,R,R,ZANJITAS ZT12 Estado Interruptor= ABIERTO,1-MAR-2016 00:04:49.063
1-MAR-2016 00:04:49.077,76,2557659,ZANJITAS.ZTZT12CB,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12CB,N,G,G,ZANJITAS ZT12 Control Bloqueado= ACTIVA,1-MAR-2016 00:04:49.077
1-MAR-2016 00:04:49.363,364,2557660,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVAG,N,G,G,ZANJITAS TR1 33KV Arranque General= ACTIVA,1-MAR-2016 00:04:49.363
1-MAR-2016 00:04:49.363,364,2557661,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVPI,N,G,G,ZANJITAS TR1 33KV Proteccion iniciada= ACTIVA,1-MAR-2016 00:04:49.363
1-MAR-2016 00:04:49.363,364,2557670,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVAG,R,G,G,ZANJITAS TR1 33KV Arranque General= ACTIVA,1-MAR-2016 00:04:49.363
1-MAR-2016 00:04:49.363,364,2557671,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVPI,R,G,G,ZANJITAS TR1 33KV Proteccion iniciada= ACTIVA,1-MAR-2016 00:04:49.363
1-MAR-2016 00:04:49.587,587,2557662,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVAG,G,R,R,ZANJITAS TR1 33KV Arranque General= INACTIVA,1-MAR-2016 00:04:49.363
1-MAR-2016 00:04:49.587,587,2557663,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVPI,G,R,R,ZANJITAS TR1 33KV Proteccion iniciada= INACTIVA,1-MAR-2016 00:04:49.363
1-MAR-2016 00:04:49.587,587,2557672,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVAG,G,R,R,ZANJITAS TR1 33KV Arranque General= INACTIVA,1-MAR-2016 00:04:49.363
1-MAR-2016 00:04:49.587,587,2557673,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVPI,G,R,R,ZANJITAS TR1 33KV Proteccion iniciada= INACTIVA,1-MAR-2016 00:04:49.363
1-MAR-2016 00:05:25.390,390,2557684,ENCADENADA.ENEN12DICI,ALARM,ENCADENADA,ADMINISTRATOR,ENCADENADA.ENEN12DICI,R,A,D,EN ENC 1-2 Arranque Ic >> = NORMAL,29-FEB-2016 12:19:06.810
1-MAR-2016 00:11:29.140,140,2557688,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,ADMINISTRATOR,RECO_PI_R4_.PS_PRI_GOOD,R,A,D,Primary Channel OK,1-MAR-2016 00:11:49.000
1-MAR-2016 00:11:49.000,0,2557685,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,N,G,G,Primary Channel Failed,1-MAR-2016 00:11:49.000
1-MAR-2016 00:12:01.313,312,2557744,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTTR133KVPI,R,A,D,ZANJITAS TR1 33KV Proteccion iniciada= INACTIVA,1-MAR-2016 00:14:45.083
1-MAR-2016 00:12:01.313,312,2557745,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTTR133KVAG,R,A,D,ZANJITAS TR1 33KV Arranque General= INACTIVA,1-MAR-2016 00:14:45.083
1-MAR-2016 00:12:01.313,312,2557746,ZANJITAS.ZTZT12CB,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTZT12CB,G,A,A,ZANJITAS ZT12 Control Bloqueado= ACTIVA,1-MAR-2016 00:14:44.690
1-MAR-2016 00:12:01.313,312,2557747,ZANJITAS.ZTZT12AP,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTZT12AP,G,A,A,ZANJITAS ZT12 Apertura Proteccion= ACTIVA,1-MAR-2016 00:14:44.680
1-MAR-2016 00:12:01.313,312,2557748,ZANJITAS.ZTZT12AS1IOM,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTZT12AS1IOM,G,A,A,ZANJITAS ZT12 Apert Sobrecorr 1 Io>= ACTIVA,1-MAR-2016 00:14:44.673
1-MAR-2016 00:12:01.313,312,2557749,ZANJITAS.ZTZT12PI,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTZT12PI,R,A,D,ZANJITAS ZT12 Proteccion iniciada= INACTIVA,1-MAR-2016 00:14:44.417
1-MAR-2016 00:12:01.313,312,2557750,ZANJITAS.ZTZT12AG,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTZT12AG,R,A,D,ZANJITAS ZT12 Arranque General= INACTIVA,1-MAR-2016 00:14:44.417
1-MAR-2016 00:13:02.187,187,2557753,PL_LOG_CONTROL_FAILURE,CNTRL,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTZT12EI,G,A,D,ZANJITAS.ZTZT12EI Control unsuccessful. State is ABIERTO,1-MAR-2016 00:16:11.500
1-MAR-2016 00:13:57.860,859,2557808,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTTR133KVPI,R,A,D,ZANJITAS TR1 33KV Proteccion iniciada= INACTIVA,1-MAR-2016 00:15:39.660
1-MAR-2016 00:13:57.860,859,2557809,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTTR133KVAG,R,A,D,ZANJITAS TR1 33KV Arranque General= INACTIVA,1-MAR-2016 00:15:39.660
1-MAR-2016 00:13:57.860,859,2557810,ZANJITAS.ZTZT12CB,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTZT12CB,G,A,A,ZANJITAS ZT12 Control Bloqueado= ACTIVA,1-MAR-2016 00:15:39.170
1-MAR-2016 00:13:57.860,859,2557811,ZANJITAS.ZTZT12AP,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTZT12AP,G,A,A,ZANJITAS ZT12 Apertura Proteccion= ACTIVA,1-MAR-2016 00:15:39.157
1-MAR-2016 00:13:57.860,859,2557812,ZANJITAS.ZTZT12AS1IOM,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTZT12AS1IOM,G,A,A,ZANJITAS ZT12 Apert Sobrecorr 1 Io>= ACTIVA,1-MAR-2016 00:15:39.150
1-MAR-2016 00:13:57.860,859,2557813,ZANJITAS.ZTZT12PI,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTZT12PI,R,A,D,ZANJITAS ZT12 Proteccion iniciada= INACTIVA,1-MAR-2016 00:15:38.887
1-MAR-2016 00:13:57.860,859,2557814,ZANJITAS.ZTZT12AG,ALARM,ZANJITAS,ADMINISTRATOR,ZANJITAS.ZTZT12AG,R,A,D,ZANJITAS ZT12 Arranque General= INACTIVA,1-MAR-2016 00:15:38.887
1-MAR-2016 00:14:33.000,0,2557686,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 00:11:49.000
1-MAR-2016 00:14:43.337,335,2557689,ZANJITAS.ZTZT12AP,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AP,A,R,D,ZANJITAS ZT12 Apertura Proteccion= INACTIVA,1-MAR-2016 00:04:49.063
1-MAR-2016 00:14:43.337,336,2557690,ZANJITAS.ZTZT12AS1IOM,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AS1IOM,A,R,D,ZANJITAS ZT12 Apert Sobrecorr 1 Io>= INACTIVA,1-MAR-2016 00:04:49.060
1-MAR-2016 00:14:43.343,342,2557691,ZANJITAS.ZTZT12CB,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12CB,A,R,D,ZANJITAS ZT12 Control Bloqueado= INACTIVA,1-MAR-2016 00:04:49.077
1-MAR-2016 00:14:43.880,880,2557693,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVAG,N,G,G,ZANJITAS TR1 33KV Arranque General= ACTIVA,1-MAR-2016 00:14:43.880
1-MAR-2016 00:14:43.880,881,2557694,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVPI,N,G,G,ZANJITAS TR1 33KV Proteccion iniciada= ACTIVA,1-MAR-2016 00:14:43.880
1-MAR-2016 00:14:43.890,889,2557695,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVAG,G,R,R,ZANJITAS TR1 33KV Arranque General= INACTIVA,1-MAR-2016 00:14:43.880
1-MAR-2016 00:14:43.890,889,2557696,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVPI,G,R,R,ZANJITAS TR1 33KV Proteccion iniciada= INACTIVA,1-MAR-2016 00:14:43.880
1-MAR-2016 00:14:44.417,415,2557697,ZANJITAS.ZTZT12AG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AG,N,G,G,ZANJITAS ZT12 Arranque General= ACTIVA,1-MAR-2016 00:14:44.417
1-MAR-2016 00:14:44.417,415,2557698,ZANJITAS.ZTZT12PI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12PI,N,G,G,ZANJITAS ZT12 Proteccion iniciada= ACTIVA,1-MAR-2016 00:14:44.417
1-MAR-2016 00:14:44.673,674,2557699,ZANJITAS.ZTZT12AS1IOM,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AS1IOM,N,G,G,ZANJITAS ZT12 Apert Sobrecorr 1 Io>= ACTIVA,1-MAR-2016 00:14:44.673
1-MAR-2016 00:14:44.680,679,2557700,ZANJITAS.ZTZT12AG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AG,G,R,R,ZANJITAS ZT12 Arranque General= INACTIVA,1-MAR-2016 00:14:44.417
1-MAR-2016 00:14:44.680,679,2557701,ZANJITAS.ZTZT12PI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12PI,G,R,R,ZANJITAS ZT12 Proteccion iniciada= INACTIVA,1-MAR-2016 00:14:44.417
1-MAR-2016 00:14:44.680,680,2557702,ZANJITAS.ZTZT12AP,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12AP,N,G,G,ZANJITAS ZT12 Apertura Proteccion= ACTIVA,1-MAR-2016 00:14:44.680
1-MAR-2016 00:14:44.690,691,2557703,ZANJITAS.ZTZT12CB,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTZT12CB,N,G,G,ZANJITAS ZT12 Control Bloqueado= ACTIVA,1-MAR-2016 00:14:44.690
1-MAR-2016 00:14:44.980,981,2557704,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVAG,R,G,G,ZANJITAS TR1 33KV Arranque General= ACTIVA,1-MAR-2016 00:14:44.980
1-MAR-2016 00:14:44.980,981,2557705,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVPI,R,G,G,ZANJITAS TR1 33KV Proteccion iniciada= ACTIVA,1-MAR-2016 00:14:44.980
1-MAR-2016 00:14:44.987,985,2557706,ZANJITAS.ZTTR133KVAG,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVAG,G,R,R,ZANJITAS TR1 33KV Arranque General= INACTIVA,1-MAR-2016 00:14:44.980
1-MAR-2016 00:14:44.987,985,2557707,ZANJITAS.ZTTR133KVPI,ALARM,ZANJITAS,MASTER_PTM0_RP,ZANJITAS.ZTTR133KVPI,G,R,R,ZANJITAS TR1 33KV Proteccion iniciada= INACTIVA,1-MAR-2016 00:14:44.980
