timestamp,MSEC,sequence_number,alarm_id,alarm_class,resource,logged_by,reference,prev_state,log_action,final_state,alarm_message,generation_time
1-MAR-2016 01:21:26.000,0,2557885,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,N,G,G,Primary Channel Failed,1-MAR-2016 01:21:26.000
1-MAR-2016 01:24:24.000,0,2557886,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 01:21:26.000
1-MAR-2016 01:31:20.000,0,2557887,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,R,G,G,Primary Channel Failed,1-MAR-2016 01:31:20.000
1-MAR-2016 01:31:53.000,0,2557888,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 01:31:20.000
1-MAR-2016 01:34:20.000,0,2557889,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,R,G,G,Primary Channel Failed,1-MAR-2016 01:34:20.000
1-MAR-2016 01:35:25.000,0,2557890,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 01:34:20.000
1-MAR-2016 01:36:32.800,800,2557891,ETMO.ETMOTR1CBCEC,ALARM,ETMO,MASTER_PTM0_RP,ETMO.ETMOTR1CBCEC,N,G,G,ETMO TR1 CBC EN CURSO = ACTUO,1-MAR-2016 01:36:32.800
1-MAR-2016 01:36:37.063,64,2557892,ETMO.ETMOTR1CBCEC,ALARM,ETMO,MASTER_PTM0_RP,ETMO.ETMOTR1CBCEC,G,R,R,ETMO TR1 CBC EN CURSO = NORMAL,1-MAR-2016 01:36:32.800
1-MAR-2016 01:38:54.953,953,2557894,ETMO.ETMOTR1CBCEC,ALARM,ETMO,ADMINISTRATOR,ETMO.ETMOTR1CBCEC,R,A,D,ETMO TR1 CBC EN CURSO = NORMAL,1-MAR-2016 01:36:32.800
1-MAR-2016 01:40:27.000,0,2557893,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,R,G,G,Primary Channel Failed,1-MAR-2016 01:40:27.000
1-MAR-2016 01:46:38.120,119,2557895,P_INDUSTRIAL.PI132LSLABGM,ALARM,P.INDUSTRIAL,MASTER_PTM0_RP,P_INDUSTRIAL.PI132LSLABGM,A,R,D,PI Guardamotor y V. Motor Int. L.S.Luis = OK,29-FEB-2016 19:30:03.670
1-MAR-2016 01:47:36.000,0,2557896,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 01:40:27.000
1-MAR-2016 01:49:26.000,0,2557897,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,R,G,G,Primary Channel Failed,1-MAR-2016 01:49:26.000
1-MAR-2016 01:51:46.397,397,2557898,P_INDUSTRIAL.PI132LSLABGM,ALARM,P.INDUSTRIAL,MASTER_PTM0_RP,P_INDUSTRIAL.PI132LSLABGM,N,G,G,PI Guardamotor y V. Motor Int. L.S.Luis = FALLA,1-MAR-2016 01:51:46.397
1-MAR-2016 01:52:45.130,131,2557899,P_INDUSTRIAL.PI132LSLABGM,ALARM,P.INDUSTRIAL,MASTER_PTM0_RP,P_INDUSTRIAL.PI132LSLABGM,G,R,R,PI Guardamotor y V. Motor Int. L.S.Luis = OK,1-MAR-2016 01:51:46.397
1-MAR-2016 01:52:45.357,357,2557900,P_INDUSTRIAL.PI132LSLABGM,ALARM,P.INDUSTRIAL,MASTER_PTM0_RP,P_INDUSTRIAL.PI132LSLABGM,R,G,G,PI Guardamotor y V. Motor Int. L.S.Luis = FALLA,1-MAR-2016 01:52:45.357
1-MAR-2016 01:53:59.000,0,2557901,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 01:49:26.000
1-MAR-2016 02:00:19.547,546,2557902,P_INDUSTRIAL.PI132LSLABGM,ALARM,P.INDUSTRIAL,ADMINISTRATOR,P_INDUSTRIAL.PI132LSLABGM,G,A,A,PI Guardamotor y V. Motor Int. L.S.Luis = FALLA,1-MAR-2016 01:52:45.357
1-MAR-2016 02:04:51.000,0,2557903,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,R,G,G,Primary Channel Failed,1-MAR-2016 02:04:51.000
1-MAR-2016 02:04:55.953,953,2557909,NASCHEL.NANA12PI,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12PI,R,A,D,NASCHEL NA12 Proteccion iniciada= INACTIVA,1-MAR-2016 02:07:03.767
1-MAR-2016 02:04:55.953,953,2557910,NASCHEL.NANA12ARG,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12ARG,R,A,D,NASCHEL NA12 Arranque General= INACTIVA,1-MAR-2016 02:07:03.767
1-MAR-2016 02:04:55.953,953,2557911,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,ADMINISTRATOR,RECO_PI_R4_.PS_PRI_GOOD,R,A,D,Primary Channel OK,1-MAR-2016 02:04:51.000
1-MAR-2016 02:05:33.000,0,2557904,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 02:04:51.000
1-MAR-2016 02:07:03.767,765,2557905,NASCHEL.NANA12ARG,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ARG,N,G,G,NASCHEL NA12 Arranque General= ACTIVA,1-MAR-2016 02:07:03.767
1-MAR-2016 02:07:03.767,765,2557906,NASCHEL.NANA12PI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12PI,N,G,G,NASCHEL NA12 Proteccion iniciada= ACTIVA,1-MAR-2016 02:07:03.767
1-MAR-2016 02:07:03.817,815,2557907,NASCHEL.NANA12ARG,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ARG,G,R,R,NASCHEL NA12 Arranque General= INACTIVA,1-MAR-2016 02:07:03.767
1-MAR-2016 02:07:03.817,815,2557908,NASCHEL.NANA12PI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12PI,G,R,R,NASCHEL NA12 Proteccion iniciada= INACTIVA,1-MAR-2016 02:07:03.767
1-MAR-2016 02:09:23.000,0,2557912,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,N,G,G,Primary Channel Failed,1-MAR-2016 02:09:23.000
1-MAR-2016 02:11:47.000,0,2557913,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 02:09:23.000
1-MAR-2016 02:13:49.000,0,2557914,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,R,G,G,Primary Channel Failed,1-MAR-2016 02:13:49.000
1-MAR-2016 02:15:50.000,0,2557915,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 02:13:49.000
1-MAR-2016 02:17:14.370,371,2557916,NASCHEL.NANA12ARG,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ARG,N,G,G,NASCHEL NA12 Arranque General= ACTIVA,1-MAR-2016 02:17:14.370
1-MAR-2016 02:17:14.370,371,2557917,NASCHEL.NANA12PI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12PI,N,G,G,NASCHEL NA12 Proteccion iniciada= ACTIVA,1-MAR-2016 02:17:14.370
1-MAR-2016 02:17:14.483,484,2557918,NASCHEL.NANA12ASIIMM,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ASIIMM,N,G,G,NASCHEL NA12 Apert Sobrec Inst I>>= ACTIVA,1-MAR-2016 02:17:14.483
1-MAR-2016 02:17:14.487,487,2557919,NASCHEL.NANA12RF,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RF,A,R,D,NASCHEL NA12 Recierre Fase= INACTIVA,29-FEB-2016 18:41:13.467
1-MAR-2016 02:17:14.487,487,2557920,NASCHEL.NANA12RT,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RT,A,R,D,NASCHEL NA12 Recierre Tierra= INACTIVA,29-FEB-2016 18:41:13.467
1-MAR-2016 02:17:14.487,487,2557921,NASCHEL.NANA12AP,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12AP,N,G,G,NASCHEL NA12 Apertura Proteccion= ACTIVA,1-MAR-2016 02:17:14.487
1-MAR-2016 02:17:14.500,500,2557922,NASCHEL.NANA12ARG,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ARG,G,R,R,NASCHEL NA12 Arranque General= INACTIVA,1-MAR-2016 02:17:14.370
1-MAR-2016 02:17:14.503,504,2557923,NASCHEL.NANA12RI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RI,N,G,G,NASCHEL NA12 Recierre iniciado= ACTIVA,1-MAR-2016 02:17:14.503
1-MAR-2016 02:17:19.540,539,2557924,NASCHEL.NANA12RT,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RT,N,G,G,NASCHEL NA12 Recierre Tierra= ACTIVA,1-MAR-2016 02:17:19.540
1-MAR-2016 02:17:19.540,541,2557925,NASCHEL.NANA12AP,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12AP,G,R,R,NASCHEL NA12 Apertura Proteccion= INACTIVA,1-MAR-2016 02:17:14.487
1-MAR-2016 02:17:19.540,541,2557926,NASCHEL.NANA12ASIIMM,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ASIIMM,G,R,R,NASCHEL NA12 Apert Sobrec Inst I>>= INACTIVA,1-MAR-2016 02:17:14.483
1-MAR-2016 02:17:19.543,542,2557927,NASCHEL.NANA12RF,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RF,N,G,G,NASCHEL NA12 Recierre Fase= ACTIVA,1-MAR-2016 02:17:19.543
1-MAR-2016 02:17:19.547,547,2557928,NASCHEL.NANA12PI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12PI,G,R,R,NASCHEL NA12 Proteccion iniciada= INACTIVA,1-MAR-2016 02:17:14.370
1-MAR-2016 02:17:19.550,551,2557929,NASCHEL.NANA12RI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RI,G,R,R,NASCHEL NA12 Recierre iniciado= INACTIVA,1-MAR-2016 02:17:14.503
1-MAR-2016 02:19:58.000,0,2557930,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,R,G,G,Primary Channel Failed,1-MAR-2016 02:19:58.000
1-MAR-2016 02:20:07.627,625,2557931,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,ADMINISTRATOR,RECO_PI_R4_.PS_PRI_GOOD,G,A,A,Primary Channel Failed,1-MAR-2016 02:19:58.000
1-MAR-2016 02:20:07.627,625,2557932,NASCHEL.NANA12RF,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12RF,G,A,A,NASCHEL NA12 Recierre Fase= ACTIVA,1-MAR-2016 02:17:19.543
1-MAR-2016 02:20:07.627,625,2557933,NASCHEL.NANA12RT,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12RT,G,A,A,NASCHEL NA12 Recierre Tierra= ACTIVA,1-MAR-2016 02:17:19.540
1-MAR-2016 02:20:07.627,625,2557934,NASCHEL.NANA12RI,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12RI,R,A,D,NASCHEL NA12 Recierre iniciado= INACTIVA,1-MAR-2016 02:17:14.503
1-MAR-2016 02:20:11.453,453,2557935,NASCHEL.NANA12AP,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12AP,R,A,D,NASCHEL NA12 Apertura Proteccion= INACTIVA,1-MAR-2016 02:17:14.487
1-MAR-2016 02:20:11.453,453,2557936,NASCHEL.NANA12ASIIMM,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12ASIIMM,R,A,D,NASCHEL NA12 Apert Sobrec Inst I>>= INACTIVA,1-MAR-2016 02:17:14.483
1-MAR-2016 02:20:11.453,453,2557937,NASCHEL.NANA12PI,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12PI,R,A,D,NASCHEL NA12 Proteccion iniciada= INACTIVA,1-MAR-2016 02:17:14.370
1-MAR-2016 02:20:13.467,468,2557938,NASCHEL.NANA12ARG,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12ARG,R,A,D,NASCHEL NA12 Arranque General= INACTIVA,1-MAR-2016 02:17:14.370
1-MAR-2016 02:24:04.000,0,2557939,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,A,R,D,Primary Channel OK,1-MAR-2016 02:19:58.000
1-MAR-2016 02:25:50.000,0,2557940,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,N,G,G,Primary Channel Failed,1-MAR-2016 02:25:50.000
1-MAR-2016 02:31:58.000,0,2557941,ZANJITAS_.PS_PRI_GOOD,COMMS,ZANJITAS,MASTER_PTM0_RP,ZANJITAS_.PS_PRI_GOOD,N,G,G,Primary Channel Failed,1-MAR-2016 02:31:58.000
1-MAR-2016 02:33:45.000,0,2557942,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 02:25:50.000
1-MAR-2016 02:35:49.000,0,2557943,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,R,G,G,Primary Channel Failed,1-MAR-2016 02:35:49.000
1-MAR-2016 02:38:50.000,0,2557944,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 02:35:49.000
1-MAR-2016 02:40:57.000,0,2557945,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,R,G,G,Primary Channel Failed,1-MAR-2016 02:40:57.000
1-MAR-2016 02:42:08.000,0,2557946,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 02:40:57.000
1-MAR-2016 02:44:23.000,0,2557947,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,R,G,G,Primary Channel Failed,1-MAR-2016 02:44:23.000
1-MAR-2016 02:51:55.877,875,2557964,NASCHEL.NANA12RF,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12RF,G,A,A,NASCHEL NA12 Recierre Fase= ACTIVA,1-MAR-2016 02:54:05.260
1-MAR-2016 02:51:55.877,875,2557965,NASCHEL.NANA12RT,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12RT,G,A,A,NASCHEL NA12 Recierre Tierra= ACTIVA,1-MAR-2016 02:54:05.253
1-MAR-2016 02:51:55.877,875,2557966,NASCHEL.NANA12RI,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12RI,R,A,D,NASCHEL NA12 Recierre iniciado= INACTIVA,1-MAR-2016 02:54:00.207
1-MAR-2016 02:51:55.877,875,2557967,NASCHEL.NANA12AP,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12AP,R,A,D,NASCHEL NA12 Apertura Proteccion= INACTIVA,1-MAR-2016 02:54:00.197
1-MAR-2016 02:51:58.217,218,2557968,NASCHEL.NANA12ASIIMM,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12ASIIMM,R,A,D,NASCHEL NA12 Apert Sobrec Inst I>>= INACTIVA,1-MAR-2016 02:54:00.190
1-MAR-2016 02:51:58.217,218,2557969,NASCHEL.NANA12PI,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12PI,R,A,D,NASCHEL NA12 Proteccion iniciada= INACTIVA,1-MAR-2016 02:54:00.080
1-MAR-2016 02:51:58.217,218,2557970,NASCHEL.NANA12ARG,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12ARG,R,A,D,NASCHEL NA12 Arranque General= INACTIVA,1-MAR-2016 02:54:00.080
1-MAR-2016 02:52:24.000,0,2557948,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 02:44:23.000
1-MAR-2016 02:54:00.080,80,2557949,NASCHEL.NANA12ARG,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ARG,N,G,G,NASCHEL NA12 Arranque General= ACTIVA,1-MAR-2016 02:54:00.080
1-MAR-2016 02:54:00.080,81,2557950,NASCHEL.NANA12PI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12PI,N,G,G,NASCHEL NA12 Proteccion iniciada= ACTIVA,1-MAR-2016 02:54:00.080
1-MAR-2016 02:54:00.190,190,2557951,NASCHEL.NANA12ASIIMM,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ASIIMM,N,G,G,NASCHEL NA12 Apert Sobrec Inst I>>= ACTIVA,1-MAR-2016 02:54:00.190
1-MAR-2016 02:54:00.197,196,2557952,NASCHEL.NANA12ARG,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ARG,G,R,R,NASCHEL NA12 Arranque General= INACTIVA,1-MAR-2016 02:54:00.080
1-MAR-2016 02:54:00.197,196,2557953,NASCHEL.NANA12RF,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RF,A,R,D,NASCHEL NA12 Recierre Fase= INACTIVA,1-MAR-2016 02:17:19.543
1-MAR-2016 02:54:00.197,196,2557954,NASCHEL.NANA12RT,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RT,A,R,D,NASCHEL NA12 Recierre Tierra= INACTIVA,1-MAR-2016 02:17:19.540
1-MAR-2016 02:54:00.197,198,2557955,NASCHEL.NANA12AP,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12AP,N,G,G,NASCHEL NA12 Apertura Proteccion= ACTIVA,1-MAR-2016 02:54:00.197
1-MAR-2016 02:54:00.207,206,2557956,NASCHEL.NANA12RI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RI,N,G,G,NASCHEL NA12 Recierre iniciado= ACTIVA,1-MAR-2016 02:54:00.207
1-MAR-2016 02:54:05.253,254,2557957,NASCHEL.NANA12RT,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RT,N,G,G,NASCHEL NA12 Recierre Tierra= ACTIVA,1-MAR-2016 02:54:05.253
1-MAR-2016 02:54:05.257,256,2557958,NASCHEL.NANA12AP,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12AP,G,R,R,NASCHEL NA12 Apertura Proteccion= INACTIVA,1-MAR-2016 02:54:00.197
1-MAR-2016 02:54:05.257,256,2557959,NASCHEL.NANA12ASIIMM,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ASIIMM,G,R,R,NASCHEL NA12 Apert Sobrec Inst I>>= INACTIVA,1-MAR-2016 02:54:00.190
1-MAR-2016 02:54:05.260,259,2557960,NASCHEL.NANA12RF,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RF,N,G,G,NASCHEL NA12 Recierre Fase= ACTIVA,1-MAR-2016 02:54:05.260
1-MAR-2016 02:54:05.267,267,2557961,NASCHEL.NANA12PI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12PI,G,R,R,NASCHEL NA12 Proteccion iniciada= INACTIVA,1-MAR-2016 02:54:00.080
1-MAR-2016 02:54:05.267,267,2557962,NASCHEL.NANA12RI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RI,G,R,R,NASCHEL NA12 Recierre iniciado= INACTIVA,1-MAR-2016 02:54:00.207
1-MAR-2016 02:55:24.000,0,2557963,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,R,G,G,Primary Channel Failed,1-MAR-2016 02:55:24.000
1-MAR-2016 02:55:54.010,9,2557972,NASCHEL.NANA12ARG,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ARG,N,G,G,NASCHEL NA12 Arranque General= ACTIVA,1-MAR-2016 02:55:54.010
1-MAR-2016 02:55:54.010,9,2557973,NASCHEL.NANA12PI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12PI,N,G,G,NASCHEL NA12 Proteccion iniciada= ACTIVA,1-MAR-2016 02:55:54.010
1-MAR-2016 02:55:54.117,117,2557974,NASCHEL.NANA12ASIIMM,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ASIIMM,N,G,G,NASCHEL NA12 Apert Sobrec Inst I>>= ACTIVA,1-MAR-2016 02:55:54.117
1-MAR-2016 02:55:54.120,119,2557975,NASCHEL.NANA12RF,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RF,A,R,D,NASCHEL NA12 Recierre Fase= INACTIVA,1-MAR-2016 02:54:05.260
1-MAR-2016 02:55:54.120,120,2557976,NASCHEL.NANA12RT,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RT,A,R,D,NASCHEL NA12 Recierre Tierra= INACTIVA,1-MAR-2016 02:54:05.253
1-MAR-2016 02:55:54.120,120,2557977,NASCHEL.NANA12AP,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12AP,N,G,G,NASCHEL NA12 Apertura Proteccion= ACTIVA,1-MAR-2016 02:55:54.120
1-MAR-2016 02:55:54.137,135,2557978,NASCHEL.NANA12ARG,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ARG,G,R,R,NASCHEL NA12 Arranque General= INACTIVA,1-MAR-2016 02:55:54.010
1-MAR-2016 02:55:54.140,139,2557979,NASCHEL.NANA12RI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RI,N,G,G,NASCHEL NA12 Recierre iniciado= ACTIVA,1-MAR-2016 02:55:54.140
1-MAR-2016 02:55:59.180,180,2557980,NASCHEL.NANA12RT,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RT,N,G,G,NASCHEL NA12 Recierre Tierra= ACTIVA,1-MAR-2016 02:55:59.180
1-MAR-2016 02:55:59.183,182,2557981,NASCHEL.NANA12AP,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12AP,G,R,R,NASCHEL NA12 Apertura Proteccion= INACTIVA,1-MAR-2016 02:55:54.120
1-MAR-2016 02:55:59.183,182,2557982,NASCHEL.NANA12ASIIMM,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12ASIIMM,G,R,R,NASCHEL NA12 Apert Sobrec Inst I>>= INACTIVA,1-MAR-2016 02:55:54.117
1-MAR-2016 02:55:59.183,183,2557983,NASCHEL.NANA12RF,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RF,N,G,G,NASCHEL NA12 Recierre Fase= ACTIVA,1-MAR-2016 02:55:59.183
1-MAR-2016 02:55:59.190,190,2557984,NASCHEL.NANA12PI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12PI,G,R,R,NASCHEL NA12 Proteccion iniciada= INACTIVA,1-MAR-2016 02:55:54.010
1-MAR-2016 02:55:59.193,193,2557985,NASCHEL.NANA12RI,ALARM,NASCHEL,MASTER_PTM0_RP,NASCHEL.NANA12RI,G,R,R,NASCHEL NA12 Recierre iniciado= INACTIVA,1-MAR-2016 02:55:54.140
1-MAR-2016 02:58:06.827,828,2557986,NASCHEL.NANA12RF,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12RF,G,A,A,NASCHEL NA12 Recierre Fase= ACTIVA,1-MAR-2016 02:55:59.183
1-MAR-2016 02:58:06.827,828,2557987,NASCHEL.NANA12RT,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12RT,G,A,A,NASCHEL NA12 Recierre Tierra= ACTIVA,1-MAR-2016 02:55:59.180
1-MAR-2016 02:58:06.827,828,2557988,NASCHEL.NANA12RI,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12RI,R,A,D,NASCHEL NA12 Recierre iniciado= INACTIVA,1-MAR-2016 02:55:54.140
1-MAR-2016 02:58:06.827,828,2557989,NASCHEL.NANA12AP,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12AP,R,A,D,NASCHEL NA12 Apertura Proteccion= INACTIVA,1-MAR-2016 02:55:54.120
1-MAR-2016 02:58:12.140,140,2557990,NASCHEL.NANA12ASIIMM,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12ASIIMM,R,A,D,NASCHEL NA12 Apert Sobrec Inst I>>= INACTIVA,1-MAR-2016 02:55:54.117
1-MAR-2016 02:58:12.140,140,2557991,NASCHEL.NANA12PI,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12PI,R,A,D,NASCHEL NA12 Proteccion iniciada= INACTIVA,1-MAR-2016 02:55:54.010
1-MAR-2016 02:58:12.140,140,2557992,NASCHEL.NANA12ARG,ALARM,NASCHEL,ADMINISTRATOR,NASCHEL.NANA12ARG,R,A,D,NASCHEL NA12 Arranque General= INACTIVA,1-MAR-2016 02:55:54.010
1-MAR-2016 02:58:28.000,0,2557971,RECO_PI_R4_.PS_PRI_GOOD,COMMS,RECO_PI_R4,MASTER_PTM0_RP,RECO_PI_R4_.PS_PRI_GOOD,G,R,R,Primary Channel OK,1-MAR-2016 02:55:24.000
