timestamp,MSEC,point_id,_ENG,_VAL
1-MAR-2016 00:05:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 00:05:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 00:05:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 00:20:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 00:20:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 00:20:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 00:35:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 00:35:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 00:35:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 00:50:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 00:50:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 00:50:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 01:05:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 01:05:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 01:05:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 01:20:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 01:20:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 01:20:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 01:35:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 01:35:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 01:35:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 01:50:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 01:50:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 01:50:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 02:05:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 02:05:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 02:05:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 02:20:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 02:20:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 02:20:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 02:35:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 02:35:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 02:35:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 02:50:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 02:50:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 02:50:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 03:05:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 03:05:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 03:05:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 03:20:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 03:20:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 03:20:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 03:35:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 03:35:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 03:35:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 03:50:00.017,15,MERLO_2.MCMC12IA,A,76.00
1-MAR-2016 03:50:00.017,15,MERLO_2.MCMC11IA,A,0.00
1-MAR-2016 03:50:00.017,15,MERLO_2.MC33T1IA,A,0.00
1-MAR-2016 04:05:00.017,15,MERLO_2.MC33T1IA,A,0.00
