timestamp,MSEC,point_id,_VAL,_ENG
29-FEB-2016 00:05:00.017,15,P_INDUSTRIAL.PI132LLUIA,169.50,A
29-FEB-2016 00:05:00.017,15,P_INDUSTRIAL.PI132LSLIA,96.00,A
29-FEB-2016 00:05:00.017,15,P_INDUSTRIAL.PI132TR1IA,73.60,A
29-FEB-2016 00:05:00.017,15,P_INDUSTRIAL.PI33AL2PI2IA,123.00,A
29-FEB-2016 00:05:00.017,15,P_INDUSTRIAL.PI33AL3SALIA,38.00,A
29-FEB-2016 00:05:00.017,15,P_INDUSTRIAL.PI33PI23IFA,99.00,A
29-FEB-2016 00:05:00.017,15,P_INDUSTRIAL.PI33TR1IA,253.60,A
29-FEB-2016 00:20:00.017,15,P_INDUSTRIAL.PI132LLUIA,161.30,A
29-FEB-2016 00:20:00.017,15,P_INDUSTRIAL.PI132LSLIA,85.30,A
29-FEB-2016 00:20:00.017,15,P_INDUSTRIAL.PI132TR1IA,76.00,A
29-FEB-2016 00:20:00.017,15,P_INDUSTRIAL.PI33AL2PI2IA,130.00,A
29-FEB-2016 00:20:00.017,15,P_INDUSTRIAL.PI33AL3SALIA,37.00,A
29-FEB-2016 00:20:00.017,15,P_INDUSTRIAL.PI33PI23IFA,103.00,A
29-FEB-2016 00:20:00.017,15,P_INDUSTRIAL.PI33TR1IA,263.70,A
29-FEB-2016 00:35:00.017,15,P_INDUSTRIAL.PI132LLUIA,153.10,A
29-FEB-2016 00:35:00.017,15,P_INDUSTRIAL.PI132LSLIA,79.00,A
29-FEB-2016 00:35:00.017,15,P_INDUSTRIAL.PI132TR1IA,74.60,A
29-FEB-2016 00:35:00.017,15,P_INDUSTRIAL.PI33AL2PI2IA,129.00,A
29-FEB-2016 00:35:00.017,15,P_INDUSTRIAL.PI33AL3SALIA,36.00,A
29-FEB-2016 00:35:00.017,15,P_INDUSTRIAL.PI33PI23IFA,102.00,A
29-FEB-2016 00:35:00.017,15,P_INDUSTRIAL.PI33TR1IA,261.50,A
29-FEB-2016 00:50:00.017,15,P_INDUSTRIAL.PI132LLUIA,152.30,A
29-FEB-2016 00:50:00.017,15,P_INDUSTRIAL.PI132LSLIA,76.30,A
29-FEB-2016 00:50:00.017,15,P_INDUSTRIAL.PI132TR1IA,75.10,A
29-FEB-2016 00:50:00.017,15,P_INDUSTRIAL.PI33AL2PI2IA,133.00,A
29-FEB-2016 00:50:00.017,15,P_INDUSTRIAL.PI33AL3SALIA,36.00,A
29-FEB-2016 00:50:00.017,15,P_INDUSTRIAL.PI33PI23IFA,106.00,A
29-FEB-2016 00:50:00.017,15,P_INDUSTRIAL.PI33TR1IA,270.40,A
29-FEB-2016 01:05:00.017,15,P_INDUSTRIAL.PI132LLUIA,146.80,A
29-FEB-2016 01:05:00.017,15,P_INDUSTRIAL.PI132LSLIA,70.30,A
29-FEB-2016 01:05:00.017,15,P_INDUSTRIAL.PI132TR1IA,76.60,A
29-FEB-2016 01:05:00.017,15,P_INDUSTRIAL.PI33AL2PI2IA,136.00,A
29-FEB-2016 01:05:00.017,15,P_INDUSTRIAL.PI33AL3SALIA,36.00,A
29-FEB-2016 01:05:00.017,15,P_INDUSTRIAL.PI33PI23IFA,101.00,A
29-FEB-2016 01:05:00.017,15,P_INDUSTRIAL.PI33TR1IA,271.30,A
29-FEB-2016 01:20:00.017,15,P_INDUSTRIAL.PI132LLUIA,140.50,A
29-FEB-2016 01:20:00.017,15,P_INDUSTRIAL.PI132LSLIA,64.30,A
29-FEB-2016 01:20:00.017,15,P_INDUSTRIAL.PI132TR1IA,76.60,A
